document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Recueil des textes législatifs et réglementaires de BAM _ VF,39,,titre III de ladite loi.,,,,447-448,"1) Une pondération de 0 % est appliquée : - aux expositions couvertes par des sûretés financières, libellées dans la même monnaie, constituées sous forme de dépôts en espèces ou certificats de sukuk d’Etat ou titres équivalents, admis à une pondération de 0 %, à condition de l’application d’une décote de 20 % à la valeur de marché de ces titres ; - aux transactions sur instruments de couverture réalisées sur un marché de gré à gré, faisant l’objet d’une réévaluation quotidienne à leur valeur de marché, selon les conditions fixées par Bank Al-Maghrib, sous réserve qu’elles soient assorties d’une sûreté sous forme de dépôts en espèces et ne présentant pas d’asymétrie de monnaies. 2) Une pondération de 10 % est appliquée aux transactions sur contrats de couverture réalisées sur un marché de gré à gré, faisant l’objet d’une réévaluation quotidienne à leur valeur de marché, selon les conditions fixées par Bank Al-Maghrib, sous réserve qu’elles soient couvertes par des certificats de sukuk ou titres équivalents émis par des emprunteurs souverains bénéficiant d’une pondération de 0 % et ne présentant pas d’asymétrie de monnaies. 3) Une pondération de 20 % est appliquée aux expositions couvertes par des sûretés financières, libellées dans la même monnaie, constituées sous forme de dépôts d’investissement non restreints. 448­ 2) L’approche globale Dans le cadre de l’approche globale, le montant de l’exposition après atténuation du risque de crédit est obtenu en appliquant une « surcote » au montant de l’exposition et une « décote » à la valeur de la sûreté reçue, selon les modalités précisées dans la notice technique de Bank Al-Maghrib. 3) Sûretés financières éligibles",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,41,,titre III de ladite loi.,,,,448,"Les sûretés financières éligibles, dans le cadre de l’approche simple pour l’atténuation du risque de crédit sont celles énumérées ci-après : - les liquidités sous forme de dépôts en espèces effectués auprès des établissements prêteurs ou tout autre instrument assimilé ainsi que les dépôts d’investissement non restreints ; - les certificats de sukuk ou titres équivalents répondant aux conditions fixées par Bank Al-Maghrib ; - les actions, y compris les certificats de sukuk convertibles en actions ou titres équivalents, entrant dans la composition d’un indice boursier figurant dans la liste établie par Bank Al-Maghrib ; - les parts d’OPCVM ou de fonds d’investissement constitués exclusivement d’instruments énumérés dans le présent article et dont la valeur fait l’objet d’une publication quotidienne.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,42,,titre III de ladite loi.,,,,448,"Les sûretés financières éligibles dans le cadre de l’approche globale pour l’atténuation du risque de crédit sont les suivantes : - tous les instruments pris en compte dans l’approche simple ; - les actions, y compris les certificats de sukuk convertibles en actions ou titres équivalents, n’entrant pas dans la composition de l’un des indices boursiers figurant dans la liste établie par Bank Al-Maghrib, mais cotées sur un marché boursier ; - les parts d’OPCVM ou de fonds d’investissement constitués des actions visées au tiret précédent. B) Garanties",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,43,,titre III de ladite loi.,,,,448,Les protections sous forme de garanties sont prises en compte pour l’atténuation des risques de crédit selon les modalités précisées dans la notice technique de Bank Al-Maghrib. La fraction non couverte de l’exposition est assortie de la pondération de la contrepartie.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,44,,titre III de ladite loi.,,,,448-449,"Sont admises en qualité de garants, les entités ci-après : - les emprunteurs souverains et les entités visées aux paragraphes C), D) et E) de l’article 15 ci-dessus ; - les autres entités bénéficiant d’une notation égale au moins à « A– ». 449­ Les expositions garanties par les États ou les banques centrales sont pondérées à 0 % lorsque la garantie et l’exposition sont libellées en devise locale. C) Traitement des asymétries d’échéances",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,46,,titre III de ladite loi.,,,,449,Il y a asymétrie d’échéances lorsque l’échéance résiduelle de l’instrument de couverture est plus courte que celle de l’exposition couverte. Les instruments de couverture présentant une asymétrie d’échéances ne sont pas pris en considération : - dans le cadre de l’approche simple applicable aux sûretés financières ; - dans le cas où l’échéance initiale de l’exposition est inférieure à un an ; - lorsque leur échéance résiduelle est inférieure ou égale à trois mois.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,47,,titre III de ladite loi.,,,,449,Les instruments de couverture présentant une asymétrie d’échéances couvrant une exposition dont l’échéance initiale est égale ou supérieure à un an sont pris en considération pour l’atténuation des risques de crédit conformément aux modalités précisées dans la notice technique de Bank Al-Maghrib. VI) TRAITEMENT DU RISQUE REGLEMENT - LIVRAISON,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,48,,titre III de ladite loi.,,,,449,"Toutes opérations sur certificats de sukuk ou titres équivalents, titres de propriété, instruments de change ou produits de base qui enregistrent un retard de règlement-livraison, font l’objet d’une exigence en fonds propres dans les conditions fixées dans les articles 49 et 50 ci-après. Ne sont pas concernées par cette disposition : - les transactions conclues dans le cadre d’une chambre de compensation qui procède à une valorisation quotidienne des positions à la valeur de marché et à des appels de marge quotidiens ; - les transactions donnant lieu à un paiement à sens unique.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,49,,titre III de ladite loi.,,,,449-450,"Les risques de crédit pondérés relatifs aux opérations dénouées au moyen d’un système de règlement-livraison assurant la simultanéité des échanges instruments contre espèces, dont les paiements n’ont pas eu lieu dans les cinq jours ouvrables ou plus suivant la date de règlement, sont obtenus en multipliant la différence positive entre le prix initial et la valeur de marché de chaque instrument par la pondération correspondante dans les conditions suivantes : Nombre de jours ouvrables après la date de règlement prévue Facteur de pondération 5-15 100 % 16-30 625 % 937,5 % 46 ou plus 1 250 % 450­ Les opérations qui ne sont pas dénouées au moyen d’un système de règlement-livraison assurant la simultanéité des échanges instruments contre espèces, sont assimilées à : - un financement en espèces si les établissements ont procédé au paiement et n’ont pas reçu l’instrument financier à la clôture du jour de l’échéance de l’opération ; - un prêt d’instruments financiers si les établissements ont procédé à la livraison de l’instrument et n’ont pas reçu le paiement à la clôture du jour de l’échéance de l’opération. Les risques de crédit pondérés relatifs à ces opérations sont calculés en multipliant leur montant par les coefficients de pondération correspondants prévus aux articles 15 et 23 à 25 ci-dessus. Lorsque le risque de crédit lié à ces opérations n’est pas considéré comme significatif, une pondération forfaitaire de 100 % lui est appliquée. Si à l’expiration d’un délai de cinq jours ouvrables à compter de la date de règlement de l’opération, la transaction n’a pas été dénouée, son montant, y compris le coût de remplacement éventuel, doit être intégralement déduit des fonds propres des établissements. III. DISPOSITIONS RELATIVES AUX RISQUES DE MARCHE",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,51,,titre III de ladite loi.,,,,450,"Les risques de marché sont définis comme les risques de pertes liés aux variations des prix de marché. Ils recouvrent : - les risques relatifs aux instruments inclus dans le portefeuille de négociation ; - le risque de change, et les risques sur produits de base encourus pour l’ensemble des éléments du bilan et du hors-bilan, autres que ceux inclus dans le portefeuille de négociation ; - les risques sur stocks générés par l’activité de l’établissement.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
